x,y,waga
607618.8751525155,615017.7651786022,2.9074999999999998
619447.4253303984,613492.8154278211,0.445
784630.0145448924,591868.7780827293,0.2075
788553.0175371584,591351.0458893515,0.6375
804256.407808702,589311.9843237773,2.0
280377.79606153606,661718.323594654,1.0
312041.5074334731,657553.9225986572,1.0
375330.5442474955,649319.7683100151,1.0
541118.0583559481,627683.8357706973,1.7325
612077.0649773852,618459.0300611136,2.0
631763.4450389015,615877.4551426359,1.0
678999.2048222679,609714.9266518336,0.8875
702610.0182585011,606632.646553657,1.0
789074.2231328079,595286.0021579387,0.8575
796925.900986547,594261.6767447852,1.0
804778.4051584266,593242.8597479584,1.105
225461.38686181017,672958.8464639662,0.105
265071.86133764894,667784.093423591,0.7
308602.94065316644,662036.4707708769,1.0
324424.146399025,659967.7618738813,1.0
371894.56376021646,653794.1014601588,0.24
577124.2169939817,626994.2486157566,0.435
596801.6076395377,624435.9872092716,1.0
600745.1926642981,623920.3457166562,0.6975
608635.3101649585,622899.0114508979,0.345
612581.7761768029,622393.2073152298,1.0
640131.1843724019,618760.4718904085,1.0
754247.0007535568,603866.6387163922,0.8425
773899.8275486722,601305.0124545861,1.875
789594.0164462153,599221.0514774472,1.1025
793520.4183383863,598708.0809493223,1.0
801376.6883138876,597691.7396675553,1.0
813147.0916328671,596147.8013657061,0.36
824901.0003222895,594658.7620266806,2.0
206074.39293261117,679451.9289892688,1.0
233887.7494728557,675898.4906557417,1.0
265584.21127032116,671742.4015824031,1.0
273495.252468784,670682.3700668467,0.7325
281408.88237891556,669635.8556849966,1.6875
293284.1301349411,668091.5990630621,0.3325
313084.68317475665,665474.1380473999,1.0
380308.05597715406,656728.9875127962,0.775
384251.4660291254,656212.6227074573,0.76
530321.4576949932,637139.62949121,0.955
561854.0481796216,633026.5604784014,2.0
565797.7027178523,632523.7566887811,1.0
589448.3243430022,629408.6360185798,1.0
636711.1134619399,623223.2840574225,1.0
648510.0001251216,621659.0684881797,1.0
766556.1882492087,606267.7004227387,1.0
774413.7432283637,605236.9482797384,1.025
790112.5302559908,603156.2016043905,0.9125
794040.0862895111,602644.021879035,0.1325
821496.9872909901,599060.1576804183,1.0
825410.6724486443,598572.0133749275,1.0
254227.82170764956,677231.8933106977,1.9625
285882.23233532044,673076.7297811331,0.8475
289841.3954668735,672562.146076588,1.0
325445.9979468374,667890.4066742426,0.555
349209.4870862629,664835.4932297822,0.4325
368971.27302028984,662207.6783877686,1.0
372926.2399478069,661708.9193703262,1.0
416371.0424003207,656001.5074381968,0.7175
534774.2493518932,640590.670090056,0.495
589961.2610114145,633367.8589833081,0.7875
739539.57761665,613802.0211449694,4.0
778850.5520803866,608644.8737760717,0.065
802419.08250729,605566.7946150079,0.9
822006.223655384,602972.8279546751,2.0
286397.3463567409,677035.7869255459,1.3925
468249.3012780971,653248.7361202361,0.7525
629881.3932239495,632156.0766888829,1.3275000000000001
637743.4167458315,631099.2215925427,0.74
657416.271114165,628514.3962981272,2.0
771513.8174728449,613628.0097602932,0.39
775437.8202823367,613101.3380322075,1.135
783289.3867802591,612057.6376877408,0.5775
787216.8149672532,611540.6030759849,1.0
791145.4491683671,611026.7867181879,1.0
795075.2216288971,610516.1855704011,1.6400000000000001
338356.9979054762,674271.7763270512,1.0
350228.5750302461,672719.7889918284,0.4325
354181.1047746279,672190.7086518789,0.9425
590985.0215994732,641230.7355103875,0.4875
598859.6458395303,640221.4512522174,0.1425
606739.4329793921,639169.7137767402,0.9425
614623.0985095708,638131.1296661729,0.0425
650069.7716140861,633478.7018247982,0.8225
681552.2835176138,629380.3609063253,0.4175
685489.7787766565,628865.157814364,0.505
705169.8319703117,626296.0073612081,1.0
720899.5987213252,624191.8758632289,0.6425
783801.6092506319,615991.399067156,2.3325
287426.04946470144,684953.9497216716,1.0
291387.3412282461,684439.9905048916,0.55
330962.19196941523,679266.4136331975,1.0
334916.69266452227,678741.5598664861,0.0975
362599.88144710043,675106.7223460944,1.0
536319.4490135652,652364.4147864198,0.1675
575745.3947857433,647217.9388310788,0.6375
603312.2037106641,643627.0363198165,1.0
658470.3641816641,636397.2681014473,2.0
689934.7507293341,632271.1609835131,0.7899999999999999
764676.4324717233,622495.0835689474,4.0
784312.5589293181,619925.3702144213,1.0
803972.2046705359,617380.1500875782,1.0
807892.6812302028,616851.9547933666,0.5
319632.06374432915,684759.2681536553,1.0
351245.2327062712,680604.2194340788,2.0
363110.8281397423,679070.6262804819,0.815
457923.6306507006,666677.6297720307,1.0
556550.5652057469,653704.9398352746,0.275
576259.3204098417,651147.6168004703,1.0
603824.3527889595,647560.3338752175,0.4
607766.506022948,647037.224357645,1.0
611709.7137463741,646517.4165465999,1.0
682576.574007482,637214.2666552663,1.0
698307.7678278126,635177.1755649624,0.35
702243.1699501718,634676.2267520251,0.2575
280566.0837443698,693908.2701716023,1.0
347815.2629582272,685084.7236920204,0.8125
359680.925872034,683541.6557480777,1.0
367590.00518249103,682502.2702486468,0.9175
411083.60124042886,676847.7641952764,0.415
616184.2448528762,649936.3983832756,1.0
624069.2550437439,648914.3720456474,2.13
683090.0256734156,641159.2573586414,0.5175
690955.5529002913,640135.5109256785,0.6
698825.4873858066,639118.0519620935,1.0
710638.7599695212,637605.939533202,0.055
789262.1420147477,627279.6705277739,0.98
304821.752385927,694770.3717796812,1.0
320668.98232097883,692680.8258999316,1.0
328572.1872013229,691657.4338130848,0.3075
336477.13535663433,690619.9201687537,1.0
340430.18093715596,690092.2953855377,2.6125
585175.0813834633,657976.0601728735,1.0
589113.7256274287,657465.3548938669,1.54
656085.052760566,648729.1155693829,2.0
691469.8277454244,644081.9181021946,0.395
695405.0977370732,643575.6701768748,0.4775
766226.6026226107,634288.4673930779,1.0
789770.1223744903,631214.5899321744,3.0
313268.3717358564,697678.8370954767,1.0
329091.1902067443,695618.9088094151,0.3225
348861.0058994623,693009.7807115596,0.8525
372581.2515068708,689902.6631136546,2.59
668387.5854723748,651130.6180264009,0.9125
680180.4717702362,649564.8252180135,1.5525
357296.9283246049,695942.0463531278,1.52
574400.4465318607,667387.087082223,1.0
586215.9948881341,665838.3365771817,1.0
617768.7571197354,661743.3118170304,1.0
661036.0931921236,656104.5678314315,1.0
700371.318499155,650940.7966890186,1.0
716123.3658727795,648855.1502773119,1.0
775115.4014748451,641154.7572310707,0.1025
786863.6447047109,639597.5192022892,0.4875
322219.9652475028,704556.7619704446,0.7
551253.1934056401,674479.5135860154,1.0
606447.3215687494,667229.9090945488,1.0
610390.0219214029,666709.573182866,1.85
665485.4575923311,659516.1367626172,0.5325
807048.6602612645,640898.5660635605,1.0
318782.8346109565,709040.6859563095,1.0
362299.8702052757,703317.1262757136,1.0
567547.417399599,676335.3163620699,1.0
571492.7478272655,675824.1733091343,1.0
638468.2675672158,667069.011625818,1.0
701422.2804980985,658782.4284238834,1.0
705356.4456623008,658257.2124925219,1.4775
728951.801325327,655173.9329203684,1.0
752562.0599190656,652040.6643047603,0.96
346986.49129085895,709359.3333531739,2.0
350945.10250240494,708860.5481193718,0.78
366781.6829557831,706733.1315194946,0.7925
560182.6201985901,681302.7284991788,2.155
564122.7135434513,680792.2628940782,1.0
575944.787554007,679260.146257055,1.0
595655.6517989588,676661.8984335167,1.0
607482.5511821874,675098.3361219242,1.5125
615355.9178766685,674062.8759722309,1.0
619294.0902252749,673550.126326534,1.0
631102.2709136977,672031.2395043494,1.0
638980.1263346295,671007.5767566953,2.0
642921.02023191,670486.9346223911,2.0
646862.9458955046,669969.5007613385,1.0
701945.9164527607,662703.3882725611,0.44
737342.9631577521,658043.4905436225,0.4075
757008.2253079349,655459.300280991,3.0
410741.23496546614,704947.6016086014,1.0
607998.5362515468,679032.6275522579,0.6375
619800.3942220159,677485.944176958,0.58
631611.2456536205,675968.8096041847,1.0
647375.403898448,673909.3732122052,1.0
690660.566064002,668159.4486436332,1.0425
367824.6293282256,714633.2963545294,1.0
573045.3100441023,687668.5201992411,1.0
592743.1272047999,685072.7190012597,0.03
596689.298179675,684541.3859293861,1.0
600636.5391252456,684013.4035045793,1.6625
632135.4542044254,679906.8219934851,1.9375
710851.1870716759,669529.9778916072,0.6375
738379.2630277416,665897.3252407843,1.0
765899.2713503835,662283.1733462885,1.0
773758.5862322939,661231.5121995565,0.825
328748.9833237895,723802.6145890132,1.81
352499.9094885717,720693.7737231301,0.13
403883.8705070233,713931.557390593,0.285
435487.96778212825,709749.4893394262,2.0
585375.2722221063,690048.8866716381,0.865
601152.7437081914,687946.833497622,1.4224999999999999
605101.798750899,687422.7664487921,0.6975
664139.1863368824,679675.3687995952,2.0
668073.5331942571,679148.0365694435,1.0
672008.9505228854,678623.907735344,1.0
691701.8993851971,676053.5644459547,1.46
699586.5223837697,675048.6591807157,0.7549999999999999
715307.881099309,672964.39176872,1.0
723160.0231813614,671913.5198943838,2.29
727087.7558580597,671393.1244185017,0.5825
738895.4767188688,669824.4968724241,0.775
774271.2955317579,665164.6601450657,1.0
782120.7748362353,664126.6560443239,0.81
337177.44149953505,726696.2481794646,1.6875
436003.0749858656,713698.6188093154,0.5325
538591.2336168481,700205.4444705881,1.0
570156.3002345194,696043.7949084518,1.0
589824.2292442826,693470.796990078,1.0
723678.6720897781,675852.1948279655,0.7225
763014.1639612792,670677.0016691927,1.0
766935.8377376547,670147.3282415401,0.195
774782.6684542163,669097.7918140786,0.5075
778707.8228205657,668577.930743223,0.965
782629.9902219862,668061.0912835561,0.7325
341651.0269982016,730129.7409917898,0.92
345610.9230872368,729604.6515885806,3.0
432573.77517523285,718149.1096483693,0.61
444407.25599227054,716655.2170828646,1.0
460194.7944989001,714544.5079757608,1.0
562798.3805428931,701034.396099777,0.455
570680.0705547696,699980.3361974694,0.7625
578549.3203134406,698939.443064685,0.5925
582477.1669559646,698423.8720159233,0.63
590335.8768517257,697402.7389418669,4.765
594283.6356242204,696869.7072697692,3.76
606132.8296866808,695290.9186308952,1.0
621880.2890469376,693231.2574865194,1.0
645500.4557111062,690185.166655208,1.0
661228.2261246898,688089.9175023613,0.6975
759601.2999875251,675112.4551949184,0.5275
763533.5567362695,674608.7474462036,0.6125
775292.6911466203,673031.1291384138,1.0
779214.7222723432,672511.7965619192,2.0
783137.911078146,671995.7356991284,3.39
350087.453507092,733052.7354566734,1.0
365938.7482013097,730973.4671497308,0.6775
381752.0822186015,728908.6828375207,1.0
437047.55066432373,721610.6673338646,1.31
448885.1959429716,720107.3164975559,0.9275
531777.8219120526,709142.4807252111,1.0
559379.403173448,705494.6265743105,1.0
590862.8055319897,701335.0896545304,2.6625
638164.3251457931,695163.9703231081,1.0
661754.4131720269,692018.8979629437,2.0
665690.1270644914,691497.0667702463,1.6375
669626.8965332137,690978.6777296579,0.18
673560.8646214646,690456.4608667977,1.0
697200.1108589807,687372.6480794493,0.1175
724712.8258741536,683715.8239355441,1.3725
732568.2481891857,682654.2243902059,1.0
736505.8570856882,682128.7909211805,2.5225
744384.5494960697,681087.7599873897,1.0
767971.1046362994,678012.2131648101,1.5550000000000002
783656.7590056746,675931.222556768,1.0
787577.9818323541,675418.9738560775,1.0
791500.3598098085,674909.9978207806,1.0
795423.8916526798,674404.2954356149,0.5775
433631.954981879,726088.0402388275,0.3225
445468.9360488025,724554.8092300193,1.0
544112.6451235543,711524.7734879721,1.0
559898.8179428582,709422.7629943583,2.0
579596.5344898885,706842.749609313,1.0
587456.9944541495,705789.2201600028,1.0
595329.61925906,704749.2512566466,2.0
611095.4971365092,702682.3182275007,1.0
674083.8947891502,694401.1371533927,1.0
689826.2483239726,692333.8764574388,0.155
709513.4993055081,689744.2832171125,0.2275
713439.9397999975,689227.3161134021,0.0925
725228.3341151498,687640.7775285635,1.0
744900.5682921151,685016.148870403,4.0
752769.201157879,683989.094362394,1.8375
764568.3215087908,682472.5282490766,1.9925
788092.3299676205,679355.0961305462,0.7825
363007.34003871033,739387.7892805235,0.39
406497.84771554754,733683.4916142477,0.72
414378.90699139144,732638.549735155,1.0
469636.3953560191,725307.4103692155,0.1875
544643.9549845861,715479.0476291766,1.0
552528.6536681468,714408.3647465613,1.0
587980.8877701955,709728.0918014422,1.8475
599789.4529920386,708181.8366166996,0.46
666740.269353149,699370.1811760766,1.0
686394.7856269435,696802.2449189229,0.645
690339.659105221,696274.0526071517,1.0
698232.7761788873,695227.6057379013,0.825
702180.9518230676,694709.3502001595,0.4
706101.9567445187,694186.2789640054,1.0
765083.6919527105,686404.5626128782,1.0
788605.2998942367,683291.3139910065,0.8375
792521.4217056422,682783.523571441,2.0
375405.13797051157,741772.4842739888,0.3525
383309.9076870368,740783.8668292416,0.2625
426764.21507982933,735037.5487029795,0.9775
466212.72421781113,729791.4451287882,1.0
604242.2614912355,711632.7292696182,1.0
627885.2392240639,708473.8184433905,1.0
702696.6244122315,698630.6549661355,0.955
710533.3789262748,697588.9436574895,1.0
730197.7224970728,694961.2866252838,2.44
741998.4237097059,693390.555792314,1.0
749860.2716553815,692359.302793812,0.8525
757726.7687180617,691341.4234552281,0.915
439143.310970475,737442.2442708313,0.0875
596878.5106413994,716562.2028122889,1.5550000000000002
636289.6676260936,711386.4536129339,1.0
659910.729899974,708222.9971307842,2.945
703211.0608411507,702552.0536995092,1.7349999999999999
707133.8743990817,702030.3656657394,3.6775
711057.7843975131,701512.1041040123,2.0
714982.859661054,700997.1617739433,1.0
734661.3007131825,698389.8322164882,0.765
758245.7159051932,695272.5776265776,0.8574999999999999
773958.2810259591,693221.6107853968,1.1275
777883.936271701,692702.9036277588,0.6075
785720.1932020563,691677.8152971026,2.2175
789630.7882219844,691171.2938878639,0.7575
404120.4665542828,746028.595712075,0.54
561965.7622716377,725191.9037848711,2.8125
593449.0768890992,720997.5452693524,0.7124999999999999
605258.7837925194,719501.0338724032,1.0
617080.8274824191,717895.8635797426,1.3575
624968.5923730031,716796.401894955,1.0
684029.7536739218,709096.7650940418,2.76
695839.4161006046,707523.7637694478,1.0
707652.107236323,705952.7369914763,4.4399999999999995
711580.9875524666,705435.3641607184,0.6325
719442.123973481,704410.4981080377,1.0
731244.0132976365,702856.2100566886,1.6875
762692.045505987,698700.7125479523,1.0
790143.1645541438,695115.0481016338,0.0875
396725.9690707054,751031.2837054515,1.0
455957.7380505606,743228.2081096387,1.0
582183.908487951,726602.138016671,0.74
593953.4164508497,724930.214201116,1.4
597889.7844326874,724428.5562171182,2.0
617590.2056886333,721818.0225377409,1.0
660949.5989215996,716052.8008808307,1.4975
700296.4565496064,710917.9406199846,0.85
704236.2272341221,710395.020830459,1.0
716037.8020778105,708845.4653622322,0.7125
719973.9154605356,708335.5588622419,0.7925
767131.7491382579,702133.5409066677,1.0
778910.8621660088,700572.398567589,1.0
794563.3623913657,698563.8792078029,0.7825
432772.96788045485,750298.5989960078,1.0
689007.3696602462,716426.5515341815,1.0
692940.5942516287,715894.0906745158,0.74
696874.937526443,715364.8685230315,1.6275
704746.9508208615,714316.6998745436,0.3225
681667.1631395,721364.1839546235,1.0
685597.8913332054,720853.6081734626,0.1625
693463.805272366,719814.5001705308,1.0
705272.6970509895,718239.199537538,0.36
732802.4142491233,714681.8196906587,3.21
744599.7470208864,713089.8998655407,1.3425
776011.0996798465,708958.3457209887,1.825
721543.8729258898,720138.6742381072,1.0
768686.2225536226,713933.3636272047,1.5875
718124.6681171746,724574.3000054313,1.0
722061.60967602,724077.626152453,3.0
725984.4261829578,723562.613918582,2.5225
729908.3605528766,723050.9385271557,2.995
737759.51227307,722037.5986686423,2.7775
741695.2183112552,721491.12815852,1.78
426959.22362723475,767160.8251487957,1.0
450663.5323390479,764002.6812405363,0.1875
478356.3722581277,760336.4491148898,0.025
734346.8524452521,726473.184763208,2.8625
757949.1085959468,723297.1961333267,0.8525
754540.1776899592,727733.4725675285,4.654999999999999
762390.1378239394,726727.6159723625,2.95
755053.4492827251,731664.4291512165,3.0
