x,y,waga
249018.27085198826,512813.4649815047,1.0
268843.6881111276,510252.1102557741,0.88
257465.42110192272,515758.8603728805,1.0
285187.9726452038,512154.74205256626,0.3375
344505.03894720867,504547.96170963533,0.1025
257967.3572788406,519717.10892838053,0.915
778611.9921724645,452882.4918051241,1.0
230743.8417423438,527269.5970931752,0.0825
278776.72401103686,525053.4945055228,1.0
689212.951597699,472360.1128741717,0.6875
425629.2761846895,510243.4473907538,0.9025
429579.93677111866,509740.31664381176,1.0
370812.984545294,521289.153087209,1.0525
422183.51794557297,514689.9695540145,1.0
686275.4705941551,480730.3304614248,0.8275
698070.8584645325,479190.62915871665,0.475
228808.42855783593,543596.1421423294,0.6625
315909.54959111474,532406.0555057041,1.0
430591.96511761326,517622.15567802824,0.215
699072.1466435272,487079.96343722474,0.555
285297.67798900336,544336.2572032576,1.0
289248.4322247178,543829.0922255972,1.405
376293.3986311286,532600.0912711527,1.0
281846.81819091196,548805.9538806397,2.0
313488.69084629894,544786.3103453415,0.7425
440019.1438482277,528452.0341930101,0.6475
806224.5121414752,481235.1936257081,0.1825
246687.61856613355,557369.5413960209,1.0
341680.7232856926,545148.6504988624,1.0
369394.4230665263,541569.982003334,0.0875
239293.6733159017,562360.2127283085,0.84
243245.78822111397,561841.848100421,1.0
594827.0558892204,516491.0731124282,0.335
606657.8873199727,514982.4436409399,0.8475
724702.9892620933,499789.14338624105,1.0
752729.1988274225,500172.2127514351,0.23
256146.73312012802,568221.2951784069,0.7225
374868.4200128798,552934.719693359,2.0
772874.7670193601,501553.31213689037,1.0
256666.64282174848,572178.6428265423,0.3425
272506.1667414588,570150.6801888281,0.7375
371419.46823997394,557399.3440919258,2.0
777324.0588693856,504969.6816217806,0.31
197760.01247394492,583871.5375905093,1.0
265103.0361133608,575129.74453115,1.7225000000000001
718898.1369081341,516498.2628945876,0.81
194304.6840632551,588343.7901463741,0.7625
233920.99639230268,583192.2057999866,1.2625
317071.8343311886,572427.1021404276,1.0
340816.5748269297,569356.962813302,0.765
459338.34041838837,554109.3588479878,0.765
526403.1697987394,545363.9546211287,0.6825
683961.4326185414,525039.8683641665,0.46
333429.4622704301,574365.4195054527,0.61
368982.03015648894,569753.2620224627,1.0
778860.6711401888,516750.6062965309,1.0
782790.8914965135,516230.25531707425,2.0
278503.6340253684,585466.1534849145,1.0
771510.2035269607,521709.2172525842,1.3900000000000001
294854.191149063,587383.4500869485,0.9925
567372.7706979427,552127.2598604616,0.96
760224.2730939684,527170.1511956425,0.27
764154.6727567716,526656.6675603557,0.17
243898.83223023496,597974.8594634887,0.39
275563.05961222836,593902.5397634683,0.1525
338896.98599038954,585727.399698005,1.0
678142.6770646177,541744.7855704706,1.0
764659.3849736624,530585.0566201583,1.0
244417.94913251427,601959.6330531938,0.545
311726.7325721233,593259.769192867,1.0
296391.1962188565,599262.0694980845,0.69
304320.64690453745,598262.0418808563,0.045
308276.84458948113,597739.6499710921,1.0
316191.21319473896,596704.5378993545,0.76
320149.3902332678,596192.0403757552,1.0
339932.4552191731,593651.1283838358,1.0
793172.8953627434,534835.9080625428,0.815
213747.02945743158,614019.7099479875,0.8325
261292.04412766406,607861.1324355537,1.29
277122.9538825619,605777.2574317735,0.0925
316694.3828838663,600665.6141584469,1.0
545782.5760971769,570941.3128280453,1.0
656077.572865878,556678.6212292891,0.2875
758347.7620945892,543390.8790448941,0.9025
781902.7259271743,540331.2124745948,1.0
789754.7855868253,539287.1234219903,1.6
805478.511239497,537237.5391911976,1.0
809412.7043616563,536733.0556006795,2.6725
360694.23529486125,598954.4459034037,0.92
664472.0135443219,559600.2797561772,0.615
805984.107580998,541173.5082233734,0.5125
813852.8530166794,540155.0038442519,0.5275
821727.0373604596,539134.8715829393,2.3275
222716.56432934414,620902.8031372,0.445
297932.12244227005,611141.1412215987,0.8275
321664.27636030386,608075.7268301509,1.0
388910.04276689823,599333.5719936062,1.0
810429.3545590052,544606.9409307148,3.0
814361.9750331824,544089.2343229903,1.7725
818295.7370689779,543574.6756317699,1.8175000000000001
826166.6741379815,542555.1166976141,1.0
215287.466388389,625888.2293726429,1.0
270751.0940243723,618697.7288424671,1.0
294491.39681186574,615604.4581257785,1.0
298450.30631720304,615100.5172944553,0.2225
302409.83887579775,614599.8975519845,0.0925
314273.35628684564,613063.0280034887,1.0
345926.2558612947,608925.3049133532,0.0425
369661.40838904696,605823.002932827,0.37
511799.7248335274,587426.6859042626,0.09
543394.1457805643,583271.1180540798,1.275
791305.8185506323,551089.307246821,0.3475
818800.749100893,547506.1926820595,1.0
291057.40933833516,620070.4393915432,0.86
318739.6941774712,616509.0178550296,0.2425
350390.5017131294,612344.4492205046,1.0
354345.07897753746,611831.9711458199,1.0
815376.1915758213,551958.0881583914,1.9175
823233.8077998022,550920.5536828581,0.545
267818.09490028885,627141.6711318875,1.0
271765.973051251,626615.1578877345,1.545
346946.47497386177,616795.1093441052,1.295
831588.2124577672,553846.1030854927,3.0
264388.37368463515,631629.3538340796,1.0
268336.4748626878,631099.6590845995,1.0
584343.8224737381,590018.5387941599,1.0
592226.4295023135,588995.9825204695,2.0
765354.9381647762,566459.0643460276,0.8725
796779.8918987546,562379.8515840108,0.7525000000000001
816390.4108500859,559810.3718943568,1.0
820316.6243628904,559294.747329426,1.0
824243.9852544102,558782.2753284108,1.0
828172.5522603102,558273.072474842,0.22
193584.2776268117,644874.4281091709,0.4325
292594.1609760354,631948.7119483314,0.855
304480.85200949473,630439.1156983282,1.0
411229.5280991599,616491.2541663051,1.0
612398.0288470703,590359.1476113359,0.2675
812972.2688630989,564238.9853851553,1.0
828682.5555468181,562214.0371737788,1.0
202019.3529189381,647762.7346500168,0.6875
281228.9134871991,637447.4642311558,0.385
324746.3580084982,631842.3448602837,0.4325
391978.118827974,623044.7403550558,1.0
585356.3275130312,597878.803523357,0.2525
825261.1455966483,566648.775893623,1.0825
829191.1222366563,566154.9807456685,2.0
194580.92393379787,652787.6254851911,0.8625
214408.9072006059,650144.0993445031,0.815
297576.686187016,639361.8128345851,1.0
301548.78969855444,638858.467384492,0.125
337134.290444855,634209.2933020331,0.8125
372734.7013237576,629608.7831115816,3.0
380633.774519706,628567.9432453178,1.0
633121.8843369595,595662.3329422148,1.0
688211.8906801408,588441.4274297059,0.0975
813982.2349037022,572059.1700579654,0.7549999999999999
817909.6069911523,571563.6859747078,0.67
266454.19908535597,647461.1256523402,1.0
282263.1725572668,645364.887589505,0.3475
321838.0642548086,640246.2133632023,1.035
396957.0731328343,630422.8454031441,0.605
519361.38692029205,614448.6133479103,0.6525
574552.5963229637,607291.750579007,0.4375
613945.2057044503,602203.3192901136,0.88
794870.390296597,578581.7688295897,0.4125
806643.7810166777,577038.8007172905,0.335
235272.20840567694,655540.7446197746,2.3525
401420.74424264085,633859.8976995731,1.0
614467.5143046821,606137.8915406307,0.065
618412.3747829772,605622.4602901386,0.6425
807158.8934061646,580962.5011359444,1.0
295167.69081044465,651746.2500498295,2.685
303089.42931964307,650696.7621998778,1.0
354528.0480258839,644019.579672331,1.0
362442.41270683275,642981.4022587296,0.0925
583461.0739512005,614114.1355983866,0.2525
591328.8996588202,613090.9399450244,1.0
689750.4688688623,600277.5216171024,1.3525
780200.5276139926,588457.1331778979,0.2425
788046.843755258,587424.1978744017,0.065
803744.6900937695,585395.778127104,0.5325
823369.6879293981,582892.0770960506,0.215
827290.2404792403,582404.5347825848,0.7175
220467.83508251992,665560.3123449571,0.5475
236316.5067914173,663495.5687260777,1.0
260075.63893312114,660376.2193585997,0.0875
271952.40588221885,658806.9584623687,1.0
303601.96052346996,654643.0060019828,0.3225
307560.20610059553,654116.6603571987,1.0
311519.13451784244,653593.7886817651,1.0
374812.0754061134,645355.2435525721,1.185
382717.9485373496,644316.7607591366,1.0
